update_id,epoch,batch_index,sample_index,global_sample_index,tile_index,x_size,d_size,bl,batch_loss
41,0,12,52,820,52,64,64,15,2.75399017
42,0,13,8,840,52,64,64,11,2.17759871
43,0,13,28,860,52,64,64,24,2.17759871
44,0,13,48,880,52,64,64,11,2.17759871
45,0,14,4,900,52,64,64,11,2.40032196
46,0,14,24,920,52,64,64,2,2.40032196
47,0,14,44,940,52,64,64,24,2.40032196
48,0,15,0,960,52,64,64,27,2.31916833
49,0,15,20,980,52,64,64,13,2.31916833
50,0,15,40,1000,52,64,64,19,2.31916833
51,0,15,60,1020,52,64,64,11,2.31916833
52,0,16,16,1040,52,64,64,15,2.39340973
53,0,16,36,1060,52,64,64,10,2.39340973
54,0,16,56,1080,52,64,64,20,2.39340973
55,0,17,12,1100,52,64,64,12,2.24333668
56,0,17,32,1120,52,64,64,14,2.24333668
57,0,17,52,1140,52,64,64,15,2.24333668
58,0,18,8,1160,52,64,64,24,2.32868648
59,0,18,28,1180,52,64,64,16,2.32868648
60,0,18,48,1200,52,64,64,23,2.32868648
61,0,19,4,1220,52,64,64,11,2.29884291
62,0,19,24,1240,52,64,64,18,2.29884291
63,0,19,44,1260,52,64,64,13,2.29884291
64,0,20,0,1280,52,64,64,20,1.93001747
65,0,20,20,1300,52,64,64,49,1.93001747
66,0,20,40,1320,52,64,64,9,1.93001747
67,0,20,60,1340,52,64,64,12,1.93001747
68,0,21,16,1360,52,64,64,20,2.0800066
69,0,21,36,1380,52,64,64,20,2.0800066
70,0,21,56,1400,52,64,64,12,2.0800066
71,0,22,12,1420,52,64,64,29,2.02708244
72,0,22,32,1440,52,64,64,7,2.02708244
73,0,22,52,1460,52,64,64,15,2.02708244
74,0,23,8,1480,52,64,64,22,2.0044322
75,0,23,28,1500,52,64,64,20,2.0044322
76,0,23,48,1520,52,64,64,11,2.0044322
77,0,24,4,1540,52,64,64,16,2.12028432
78,0,24,24,1560,52,64,64,21,2.12028432
79,0,24,44,1580,52,64,64,13,2.12028432
80,0,25,0,1600,52,64,64,10,1.74104726
81,0,25,20,1620,52,64,64,19,1.74104726
82,0,25,40,1640,52,64,64,17,1.74104726
83,0,25,60,1660,52,64,64,21,1.74104726
84,0,26,16,1680,52,64,64,14,2.12715626
85,0,26,36,1700,52,64,64,20,2.12715626
86,0,26,56,1720,52,64,64,4,2.12715626
87,0,27,12,1740,52,64,64,19,1.92544293
88,0,27,32,1760,52,64,64,9,1.92544293
89,0,27,52,1780,52,64,64,11,1.92544293
90,0,28,8,1800,52,64,64,21,2.1427114
91,0,28,28,1820,52,64,64,30,2.1427114
92,0,28,48,1840,52,64,64,33,2.1427114
93,0,29,4,1860,52,64,64,14,1.86867905
94,0,29,24,1880,52,64,64,6,1.86867905
95,0,29,44,1900,52,64,64,12,1.86867905
96,0,30,0,1920,52,64,64,23,2.10600853
97,0,30,20,1940,52,64,64,19,2.10600853
98,0,30,40,1960,52,64,64,13,2.10600853
99,0,30,60,1980,52,64,64,2,2.10600853
100,0,31,16,2000,52,64,64,14,2.10165119
101,0,31,36,2020,52,64,64,11,2.10165119
102,0,31,56,2040,52,64,64,13,2.10165119
103,0,32,12,2060,52,64,64,10,1.68075883
104,0,32,32,2080,52,64,64,21,1.68075883
105,0,32,52,2100,52,64,64,36,1.68075883
106,0,33,8,2120,52,64,64,18,1.77821565
107,0,33,28,2140,52,64,64,11,1.77821565
108,0,33,48,2160,52,64,64,12,1.77821565
109,0,34,4,2180,52,64,64,16,1.65875995
110,0,34,24,2200,52,64,64,33,1.65875995
111,0,34,44,2220,52,64,64,5,1.65875995
112,0,35,0,2240,52,64,64,35,1.97562015
113,0,35,20,2260,52,64,64,15,1.97562015
114,0,35,40,2280,52,64,64,13,1.97562015
115,0,35,60,2300,52,64,64,25,1.97562015
116,0,36,16,2320,52,64,64,8,1.80040562
117,0,36,36,2340,52,64,64,2,1.80040562
118,0,36,56,2360,52,64,64,9,1.80040562
119,0,37,12,2380,52,64,64,11,1.66527486
120,0,37,32,2400,52,64,64,15,1.66527486
121,0,37,52,2420,52,64,64,12,1.66527486
122,0,38,8,2440,52,64,64,17,1.97082233
123,0,38,28,2460,52,64,64,9,1.97082233
124,0,38,48,2480,52,64,64,27,1.97082233
125,0,39,4,2500,52,64,64,12,1.56034207
126,0,39,24,2520,52,64,64,15,1.56034207
127,0,39,44,2540,52,64,64,14,1.56034207
128,0,40,0,2560,52,64,64,25,1.80031204
129,0,40,20,2580,52,64,64,5,1.80031204
130,0,40,40,2600,52,64,64,2,1.80031204
131,0,40,60,2620,52,64,64,30,1.80031204
132,0,41,16,2640,52,64,64,14,1.44661403
133,0,41,36,2660,52,64,64,14,1.44661403
134,0,41,56,2680,52,64,64,13,1.44661403
135,0,42,12,2700,52,64,64,20,1.69894171
136,0,42,32,2720,52,64,64,22,1.69894171
137,0,42,52,2740,52,64,64,13,1.69894171
138,0,43,8,2760,52,64,64,20,1.5925889
139,0,43,28,2780,52,64,64,7,1.5925889
140,0,43,48,2800,52,64,64,4,1.5925889
141,0,44,4,2820,52,64,64,19,1.61783469
142,0,44,24,2840,52,64,64,25,1.61783469
143,0,44,44,2860,52,64,64,9,1.61783469
144,0,45,0,2880,52,64,64,1,1.44065678
145,0,45,20,2900,52,64,64,21,1.44065678
146,0,45,40,2920,52,64,64,10,1.44065678
147,0,45,60,2940,52,64,64,4,1.44065678
148,0,46,16,2960,52,64,64,20,1.63357592
149,0,46,36,2980,52,64,64,18,1.63357592
150,0,46,56,3000,52,64,64,15,1.63357592
151,0,47,12,3020,52,64,64,12,1.31283104
152,0,47,32,3040,52,64,64,13,1.31283104
153,0,47,52,3060,52,64,64,23,1.31283104
154,0,48,8,3080,52,64,64,4,1.33557582
155,0,48,28,3100,52,64,64,3,1.33557582
156,0,48,48,3120,52,64,64,5,1.33557582
157,0,49,4,3140,52,64,64,6,1.42936754
158,0,49,24,3160,52,64,64,21,1.42936754
159,0,49,44,3180,52,64,64,16,1.42936754
160,0,50,0,3200,52,64,64,13,1.43729377
161,0,50,20,3220,52,64,64,4,1.43729377
162,0,50,40,3240,52,64,64,7,1.43729377
163,0,50,60,3260,52,64,64,21,1.43729377
164,0,51,16,3280,52,64,64,12,1.30748796
165,0,51,36,3300,52,64,64,17,1.30748796
166,0,51,56,3320,52,64,64,17,1.30748796
167,0,52,12,3340,52,64,64,26,1.29415846
168,0,52,32,3360,52,64,64,8,1.29415846
169,0,52,52,3380,52,64,64,26,1.29415846
170,0,53,8,3400,52,64,64,16,1.31516039
171,0,53,28,3420,52,64,64,16,1.31516039
172,0,53,48,3440,52,64,64,19,1.31516039
173,0,54,4,3460,52,64,64,22,1.26885259
174,0,54,24,3480,52,64,64,28,1.26885259
175,0,54,44,3500,52,64,64,14,1.26885259
176,0,55,0,3520,52,64,64,23,1.44462299
177,0,55,20,3540,52,64,64,23,1.44462299
178,0,55,40,3560,52,64,64,11,1.44462299
179,0,55,60,3580,52,64,64,11,1.44462299
180,0,56,16,3600,52,64,64,6,1.18915868
181,0,56,36,3620,52,64,64,21,1.18915868
182,0,56,56,3640,52,64,64,17,1.18915868
183,0,57,12,3660,52,64,64,23,1.29979813
184,0,57,32,3680,52,64,64,6,1.29979813
185,0,57,52,3700,52,64,64,9,1.29979813
186,0,58,8,3720,52,64,64,14,1.18352664
187,0,58,28,3740,52,64,64,22,1.18352664
188,0,58,48,3760,52,64,64,25,1.18352664
189,0,59,4,3780,52,64,64,4,1.26955986
190,0,59,24,3800,52,64,64,15,1.26955986
191,0,59,44,3820,52,64,64,12,1.26955986
192,0,60,0,3840,52,64,64,13,1.28800166
193,0,60,20,3860,52,64,64,5,1.28800166
194,0,60,40,3880,52,64,64,12,1.28800166
195,0,60,60,3900,52,64,64,15,1.28800166
196,0,61,16,3920,52,64,64,22,1.33540833
197,0,61,36,3940,52,64,64,23,1.33540833
198,0,61,56,3960,52,64,64,17,1.33540833
199,0,62,12,3980,52,64,64,9,1.32522357
200,0,62,32,4000,52,64,64,4,1.32522357
201,0,62,52,4020,52,64,64,13,1.32522357
202,0,63,8,4040,52,64,64,22,1.2776103
203,0,63,28,4060,52,64,64,27,1.2776103
204,0,63,48,4080,52,64,64,17,1.2776103
205,0,64,4,4100,52,64,64,27,1.28826737
206,0,64,24,4120,52,64,64,10,1.28826737
207,0,64,44,4140,52,64,64,14,1.28826737
208,0,65,0,4160,52,64,64,10,1.26178336
209,0,65,20,4180,52,64,64,33,1.26178336
210,0,65,40,4200,52,64,64,16,1.26178336
211,0,65,60,4220,52,64,64,9,1.26178336
212,0,66,16,4240,52,64,64,4,1.24191403
213,0,66,36,4260,52,64,64,12,1.24191403
214,0,66,56,4280,52,64,64,19,1.24191403
215,0,67,12,4300,52,64,64,5,1.3229605
216,0,67,32,4320,52,64,64,23,1.3229605
217,0,67,52,4340,52,64,64,5,1.3229605
218,0,68,8,4360,52,64,64,6,1.24619198
219,0,68,28,4380,52,64,64,30,1.24619198
220,0,68,48,4400,52,64,64,6,1.24619198
221,0,69,4,4420,52,64,64,13,1.08753753
222,0,69,24,4440,52,64,64,9,1.08753753
223,0,69,44,4460,52,64,64,26,1.08753753
224,0,70,0,4480,52,64,64,2,0.984049439
225,0,70,20,4500,52,64,64,15,0.984049439
226,0,70,40,4520,52,64,64,6,0.984049439
227,0,70,60,4540,52,64,64,11,0.984049439
228,0,71,16,4560,52,64,64,19,1.21671438
229,0,71,36,4580,52,64,64,4,1.21671438
230,0,71,56,4600,52,64,64,7,1.21671438
231,0,72,12,4620,52,64,64,32,1.41442704
232,0,72,32,4640,52,64,64,14,1.41442704
233,0,72,52,4660,52,64,64,22,1.41442704
234,0,73,8,4680,52,64,64,12,1.17711544
235,0,73,28,4700,52,64,64,8,1.17711544
236,0,73,48,4720,52,64,64,24,1.17711544
237,0,74,4,4740,52,64,64,2,1.11061108
238,0,74,24,4760,52,64,64,4,1.11061108
239,0,74,44,4780,52,64,64,6,1.11061108
240,0,75,0,4800,52,64,64,25,1.0538528
241,0,75,20,4820,52,64,64,10,1.0538528
242,0,75,40,4840,52,64,64,7,1.0538528
243,0,75,60,4860,52,64,64,12,1.0538528
244,0,76,16,4880,52,64,64,7,1.24846482
245,0,76,36,4900,52,64,64,19,1.24846482
246,0,76,56,4920,52,64,64,17,1.24846482
247,0,77,12,4940,52,64,64,8,1.30629134
248,0,77,32,4960,52,64,64,17,1.30629134
249,0,77,52,4980,52,64,64,22,1.30629134
250,0,78,8,5000,52,64,64,3,1.17936897
251,0,78,28,5020,52,64,64,24,1.17936897
252,0,78,48,5040,52,64,64,4,1.17936897
253,0,79,4,5060,52,64,64,13,1.07143104
254,0,79,24,5080,52,64,64,19,1.07143104
255,0,79,44,5100,52,64,64,9,1.07143104
256,0,80,0,5120,52,64,64,20,1.45704877
257,0,80,20,5140,52,64,64,9,1.45704877
258,0,80,40,5160,52,64,64,13,1.45704877
259,0,80,60,5180,52,64,64,21,1.45704877
260,0,81,16,5200,52,64,64,16,1.16915667
261,0,81,36,5220,52,64,64,4,1.16915667
262,0,81,56,5240,52,64,64,14,1.16915667
263,0,82,12,5260,52,64,64,10,1.30628681
264,0,82,32,5280,52,64,64,23,1.30628681
265,0,82,52,5300,52,64,64,7,1.30628681
266,0,83,8,5320,52,64,64,1,0.961783648
267,0,83,28,5340,52,64,64,4,0.961783648
268,0,83,48,5360,52,64,64,18,0.961783648
269,0,84,4,5380,52,64,64,4,1.21496463
270,0,84,24,5400,52,64,64,12,1.21496463
271,0,84,44,5420,52,64,64,2,1.21496463
272,0,85,0,5440,52,64,64,2,1.13496423
273,0,85,20,5460,52,64,64,3,1.13496423
274,0,85,40,5480,52,64,64,16,1.13496423
275,0,85,60,5500,52,64,64,1,1.13496423
276,0,86,16,5520,52,64,64,15,1.06041145
277,0,86,36,5540,52,64,64,17,1.06041145
278,0,86,56,5560,52,64,64,13,1.06041145
279,0,87,12,5580,52,64,64,17,1.20153975
280,0,87,32,5600,52,64,64,16,1.20153975
281,0,87,52,5620,52,64,64,7,1.20153975
282,0,88,8,5640,52,64,64,2,0.967521608
283,0,88,28,5660,52,64,64,18,0.967521608
284,0,88,48,5680,52,64,64,17,0.967521608
285,0,89,4,5700,52,64,64,19,1.04958439
286,0,89,24,5720,52,64,64,1,1.04958439
287,0,89,44,5740,52,64,64,8,1.04958439
288,0,90,0,5760,52,64,64,1,1.19938803
289,0,90,20,5780,52,64,64,25,1.19938803
290,0,90,40,5800,52,64,64,20,1.19938803
291,0,90,60,5820,52,64,64,18,1.19938803
292,0,91,16,5840,52,64,64,5,1.13259208
293,0,91,36,5860,52,64,64,6,1.13259208
294,0,91,56,5880,52,64,64,18,1.13259208
295,0,92,12,5900,52,64,64,26,1.10417855
296,0,92,32,5920,52,64,64,7,1.10417855
297,0,92,52,5940,52,64,64,15,1.10417855
298,0,93,8,5960,52,64,64,20,0.93706727
299,0,93,28,5980,52,64,64,17,0.93706727
300,0,93,48,6000,52,64,64,6,0.93706727
301,0,94,4,6020,52,64,64,19,1.17606592
302,0,94,24,6040,52,64,64,1,1.17606592
303,0,94,44,6060,52,64,64,10,1.17606592
304,0,95,0,6080,52,64,64,16,1.17800224
305,0,95,20,6100,52,64,64,1,1.17800224
306,0,95,40,6120,52,64,64,26,1.17800224
307,0,95,60,6140,52,64,64,5,1.17800224
308,0,96,16,6160,52,64,64,17,1.13428199
309,0,96,36,6180,52,64,64,26,1.13428199
310,0,96,56,6200,52,64,64,7,1.13428199
311,0,97,12,6220,52,64,64,13,0.971155286
312,0,97,32,6240,52,64,64,5,0.971155286
313,0,97,52,6260,52,64,64,23,0.971155286
314,0,98,8,6280,52,64,64,3,0.971954703
315,0,98,28,6300,52,64,64,27,0.971954703
316,0,98,48,6320,52,64,64,26,0.971954703
317,0,99,4,6340,52,64,64,1,1.04375124
318,0,99,24,6360,52,64,64,13,1.04375124
319,0,99,44,6380,52,64,64,11,1.04375124
320,0,100,0,6400,52,64,64,6,0.967952907
321,0,100,20,6420,52,64,64,11,0.967952907
322,0,100,40,6440,52,64,64,2,0.967952907
323,0,100,60,6460,52,64,64,1,0.967952907
324,0,101,16,6480,52,64,64,18,1.060606
325,0,101,36,6500,52,64,64,2,1.060606
326,0,101,56,6520,52,64,64,8,1.060606
327,0,102,12,6540,52,64,64,20,1.08013678
328,0,102,32,6560,52,64,64,13,1.08013678
329,0,102,52,6580,52,64,64,8,1.08013678
330,0,103,8,6600,52,64,64,16,1.00538695
331,0,103,28,6620,52,64,64,20,1.00538695
332,0,103,48,6640,52,64,64,6,1.00538695
333,0,104,4,6660,52,64,64,11,0.795581281
334,0,104,24,6680,52,64,64,10,0.795581281
335,0,104,44,6700,52,64,64,4,0.795581281
336,0,105,0,6720,52,64,64,22,1.00509441
337,0,105,20,6740,52,64,64,13,1.00509441
338,0,105,40,6760,52,64,64,18,1.00509441
339,0,105,60,6780,52,64,64,11,1.00509441
340,0,106,16,6800,52,64,64,11,1.13351226
341,0,106,36,6820,52,64,64,22,1.13351226
342,0,106,56,6840,52,64,64,2,1.13351226
343,0,107,12,6860,52,64,64,2,0.946857274
344,0,107,32,6880,52,64,64,15,0.946857274
345,0,107,52,6900,52,64,64,6,0.946857274
346,0,108,8,6920,52,64,64,3,1.07920444
347,0,108,28,6940,52,64,64,3,1.07920444
348,0,108,48,6960,52,64,64,13,1.07920444
349,0,109,4,6980,52,64,64,9,0.718308508
350,0,109,24,7000,52,64,64,16,0.718308508
351,0,109,44,7020,52,64,64,8,0.718308508
352,0,110,0,7040,52,64,64,13,1.02323461
353,0,110,20,7060,52,64,64,16,1.02323461
354,0,110,40,7080,52,64,64,5,1.02323461
355,0,110,60,7100,52,64,64,9,1.02323461
356,0,111,16,7120,52,64,64,1,0.790845394
357,0,111,36,7140,52,64,64,5,0.790845394
358,0,111,56,7160,52,64,64,6,0.790845394
359,0,112,12,7180,52,64,64,16,1.07326889
360,0,112,32,7200,52,64,64,8,1.07326889
361,0,112,52,7220,52,64,64,5,1.07326889
362,0,113,8,7240,52,64,64,3,0.866518438
363,0,113,28,7260,52,64,64,10,0.866518438
364,0,113,48,7280,52,64,64,1,0.866518438
365,0,114,4,7300,52,64,64,17,0.947024405
366,0,114,24,7320,52,64,64,8,0.947024405
367,0,114,44,7340,52,64,64,18,0.947024405
368,0,115,0,7360,52,64,64,24,0.944441199
369,0,115,20,7380,52,64,64,8,0.944441199
370,0,115,40,7400,52,64,64,4,0.944441199
371,0,115,60,7420,52,64,64,5,0.944441199
372,0,116,16,7440,52,64,64,11,0.941866875
373,0,116,36,7460,52,64,64,2,0.941866875
374,0,116,56,7480,52,64,64,1,0.941866875
375,0,117,12,7500,52,64,64,12,1.11564922
376,0,117,32,7520,52,64,64,26,1.11564922
377,0,117,52,7540,52,64,64,19,1.11564922
378,0,118,8,7560,52,64,64,2,1.07073259
379,0,118,28,7580,52,64,64,5,1.07073259
380,0,118,48,7600,52,64,64,6,1.07073259
381,0,119,4,7620,52,64,64,5,0.751288772
382,0,119,24,7640,52,64,64,13,0.751288772
383,0,119,44,7660,52,64,64,7,0.751288772
384,0,120,0,7680,52,64,64,26,1.02622008
385,0,120,20,7700,52,64,64,14,1.02622008
386,0,120,40,7720,52,64,64,5,1.02622008
387,0,120,60,7740,52,64,64,21,1.02622008
388,0,121,16,7760,52,64,64,5,0.856611729
389,0,121,36,7780,52,64,64,22,0.856611729
390,0,121,56,7800,52,64,64,6,0.856611729
391,0,122,12,7820,52,64,64,5,0.864537001
392,0,122,32,7840,52,64,64,15,0.864537001
393,0,122,52,7860,52,64,64,21,0.864537001
394,0,123,8,7880,52,64,64,4,0.831166446
395,0,123,28,7900,52,64,64,4,0.831166446
396,0,123,48,7920,52,64,64,4,0.831166446
397,0,124,4,7940,52,64,64,5,0.814550161
398,0,124,24,7960,52,64,64,9,0.814550161
399,0,124,44,7980,52,64,64,16,0.814550161
400,0,125,0,8000,52,64,64,17,0.933848023
401,0,125,20,8020,52,64,64,22,0.933848023
402,0,125,40,8040,52,64,64,1,0.933848023
403,0,125,60,8060,52,64,64,18,0.933848023
404,0,126,16,8080,52,64,64,10,1.04369855
405,0,126,36,8100,52,64,64,3,1.04369855
406,0,126,56,8120,52,64,64,7,1.04369855
407,0,127,12,8140,52,64,64,17,0.826583385
408,0,127,32,8160,52,64,64,13,0.826583385
409,0,127,52,8180,52,64,64,2,0.826583385
410,0,128,8,8200,52,64,64,9,1.11185384
411,0,128,28,8220,52,64,64,6,1.11185384
412,0,128,48,8240,52,64,64,15,1.11185384
413,0,129,4,8260,52,64,64,7,0.865342617
414,0,129,24,8280,52,64,64,9,0.865342617
415,0,129,44,8300,52,64,64,3,0.865342617
416,0,130,0,8320,52,64,64,7,0.94279635
417,0,130,20,8340,52,64,64,1,0.94279635
418,0,130,40,8360,52,64,64,3,0.94279635
419,0,130,60,8380,52,64,64,14,0.94279635
420,0,131,16,8400,52,64,64,17,0.842260957
421,0,131,36,8420,52,64,64,11,0.842260957
422,0,131,56,8440,52,64,64,2,0.842260957
423,0,132,12,8460,52,64,64,26,1.00953507
424,0,132,32,8480,52,64,64,21,1.00953507
425,0,132,52,8500,52,64,64,17,1.00953507
426,0,133,8,8520,52,64,64,25,1.013937
427,0,133,28,8540,52,64,64,10,1.013937
428,0,133,48,8560,52,64,64,15,1.013937
429,0,134,4,8580,52,64,64,5,0.785269558
430,0,134,24,8600,52,64,64,6,0.785269558
431,0,134,44,8620,52,64,64,11,0.785269558
432,0,135,0,8640,52,64,64,9,0.797104597
433,0,135,20,8660,52,64,64,25,0.797104597
434,0,135,40,8680,52,64,64,19,0.797104597
435,0,135,60,8700,52,64,64,18,0.797104597
436,0,136,16,8720,52,64,64,3,0.776818514
437,0,136,36,8740,52,64,64,3,0.776818514
438,0,136,56,8760,52,64,64,6,0.776818514
439,0,137,12,8780,52,64,64,3,0.946226537
440,0,137,32,8800,52,64,64,3,0.946226537
441,0,137,52,8820,52,64,64,11,0.946226537
442,0,138,8,8840,52,64,64,8,0.935392618
443,0,138,28,8860,52,64,64,1,0.935392618
444,0,138,48,8880,52,64,64,2,0.935392618
445,0,139,4,8900,52,64,64,6,0.697595239
446,0,139,24,8920,52,64,64,12,0.697595239
447,0,139,44,8940,52,64,64,14,0.697595239
448,0,140,0,8960,52,64,64,2,0.734940171
449,0,140,20,8980,52,64,64,5,0.734940171
450,0,140,40,9000,52,64,64,8,0.734940171
451,0,140,60,9020,52,64,64,8,0.734940171
452,0,141,16,9040,52,64,64,1,0.816223145
453,0,141,36,9060,52,64,64,24,0.816223145
454,0,141,56,9080,52,64,64,2,0.816223145
455,0,142,12,9100,52,64,64,5,0.85253942
456,0,142,32,9120,52,64,64,2,0.85253942
457,0,142,52,9140,52,64,64,2,0.85253942
458,0,143,8,9160,52,64,64,16,0.877781034
459,0,143,28,9180,52,64,64,30,0.877781034
460,0,143,48,9200,52,64,64,23,0.877781034
461,0,144,4,9220,52,64,64,12,0.778766572
462,0,144,24,9240,52,64,64,14,0.778766572
463,0,144,44,9260,52,64,64,22,0.778766572
464,0,145,0,9280,52,64,64,1,0.930066347
465,0,145,20,9300,52,64,64,7,0.930066347
466,0,145,40,9320,52,64,64,5,0.930066347
467,0,145,60,9340,52,64,64,14,0.930066347
468,0,146,16,9360,52,64,64,2,1.04430974
469,0,146,36,9380,52,64,64,2,1.04430974
470,0,146,56,9400,52,64,64,20,1.04430974
471,0,147,12,9420,52,64,64,7,0.846003294
472,0,147,32,9440,52,64,64,1,0.846003294
473,0,147,52,9460,52,64,64,15,0.846003294
474,0,148,8,9480,52,64,64,9,0.888074636
475,0,148,28,9500,52,64,64,24,0.888074636
476,0,148,48,9520,52,64,64,21,0.888074636
477,0,149,4,9540,52,64,64,3,1.09139514
478,0,149,24,9560,52,64,64,4,1.09139514
479,0,149,44,9580,52,64,64,13,1.09139514
480,0,150,0,9600,52,64,64,3,0.786060572
481,0,150,20,9620,52,64,64,11,0.786060572
482,0,150,40,9640,52,64,64,2,0.786060572
483,0,150,60,9660,52,64,64,9,0.786060572
484,0,151,16,9680,52,64,64,2,0.716317773
485,0,151,36,9700,52,64,64,19,0.716317773
486,0,151,56,9720,52,64,64,14,0.716317773
487,0,152,12,9740,52,64,64,4,1.12406671
488,0,152,32,9760,52,64,64,22,1.12406671
489,0,152,52,9780,52,64,64,5,1.12406671
490,0,153,8,9800,52,64,64,20,0.946172237
491,0,153,28,9820,52,64,64,11,0.946172237
492,0,153,48,9840,52,64,64,6,0.946172237
493,0,154,4,9860,52,64,64,8,0.853959382
494,0,154,24,9880,52,64,64,16,0.853959382
495,0,154,44,9900,52,64,64,1,0.853959382
496,0,155,0,9920,52,64,64,5,0.724484563
497,0,155,20,9940,52,64,64,1,0.724484563
498,0,155,40,9960,52,64,64,1,0.724484563
499,0,155,60,9980,52,64,64,1,0.724484563
500,0,156,16,10000,52,64,64,5,0.702093482
501,0,156,36,10020,52,64,64,23,0.702093482
502,0,156,56,10040,52,64,64,2,0.702093482
503,0,157,12,10060,52,64,64,1,0.828847408
504,0,157,32,10080,52,64,64,18,0.828847408
505,0,157,52,10100,52,64,64,5,0.828847408
506,0,158,8,10120,52,64,64,10,1.04173446
507,0,158,28,10140,52,64,64,14,1.04173446
508,0,158,48,10160,52,64,64,2,1.04173446
509,0,159,4,10180,52,64,64,18,0.862196863
510,0,159,24,10200,52,64,64,1,0.862196863
511,0,159,44,10220,52,64,64,4,0.862196863
512,0,160,0,10240,52,64,64,8,0.557366729
513,0,160,20,10260,52,64,64,9,0.557366729
514,0,160,40,10280,52,64,64,8,0.557366729
515,0,160,60,10300,52,64,64,2,0.557366729
516,0,161,16,10320,52,64,64,1,0.662782669
517,0,161,36,10340,52,64,64,6,0.662782669
518,0,161,56,10360,52,64,64,4,0.662782669
519,0,162,12,10380,52,64,64,12,0.841190815
520,0,162,32,10400,52,64,64,14,0.841190815
521,0,162,52,10420,52,64,64,8,0.841190815
522,0,163,8,10440,52,64,64,1,0.772436619
523,0,163,28,10460,52,64,64,4,0.772436619
524,0,163,48,10480,52,64,64,16,0.772436619
525,0,164,4,10500,52,64,64,30,1.08877373
526,0,164,24,10520,52,64,64,11,1.08877373
527,0,164,44,10540,52,64,64,9,1.08877373
528,0,165,0,10560,52,64,64,21,0.986219943
529,0,165,20,10580,52,64,64,21,0.986219943
530,0,165,40,10600,52,64,64,1,0.986219943
531,0,165,60,10620,52,64,64,28,0.986219943
532,0,166,16,10640,52,64,64,6,0.715652287
533,0,166,36,10660,52,64,64,11,0.715652287
534,0,166,56,10680,52,64,64,6,0.715652287
535,0,167,12,10700,52,64,64,23,0.712002218
536,0,167,32,10720,52,64,64,7,0.712002218
537,0,167,52,10740,52,64,64,4,0.712002218
538,0,168,8,10760,52,64,64,1,1.10502839
539,0,168,28,10780,52,64,64,4,1.10502839
540,0,168,48,10800,52,64,64,21,1.10502839
541,0,169,4,10820,52,64,64,1,0.774367809
542,0,169,24,10840,52,64,64,2,0.774367809
543,0,169,44,10860,52,64,64,14,0.774367809
544,0,170,0,10880,52,64,64,15,0.875949144
545,0,170,20,10900,52,64,64,25,0.875949144
546,0,170,40,10920,52,64,64,24,0.875949144
547,0,170,60,10940,52,64,64,8,0.875949144
548,0,171,16,10960,52,64,64,15,0.946698904
549,0,171,36,10980,52,64,64,3,0.946698904
550,0,171,56,11000,52,64,64,22,0.946698904
551,0,172,12,11020,52,64,64,15,0.934036136
552,0,172,32,11040,52,64,64,13,0.934036136
553,0,172,52,11060,52,64,64,19,0.934036136
554,0,173,8,11080,52,64,64,1,0.693199039
555,0,173,28,11100,52,64,64,19,0.693199039
556,0,173,48,11120,52,64,64,2,0.693199039
557,0,174,4,11140,52,64,64,15,0.671234369
